"drugID"	"drug_name"	"status"	"Swiss_target_ID"	"target_name"	"gene_symbol"	"target_organism"	"drug_action"
"DB03909"	"Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate"	"experimental"	"O00764"	"Pyridoxal kinase"	"PDXK"	NA	"Humans"
"DB03909"	"Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate"	"experimental"	"P00558"	"Phosphoglycerate kinase 1"	"PGK1"	NA	"Humans"
"DB03909"	"Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate"	"experimental"	"P9WI81"	"Serine/threonine-protein kinase PknB"	"pknB"	NA	"Mycobacterium tuberculosis"
"DB03909"	"Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate"	"experimental"	"P0A9J6"	"Ribokinase"	"rbsK"	NA	"Escherichia coli (strain K12)"
"DB03909"	"Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate"	"experimental"	"Q8ZKR2"	"Putative sugar kinase"	""	NA	"Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)"
"DB03909"	"Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate"	"experimental"	"Q9X278"	"Probable butyrate kinase 2"	"buk2"	NA	"Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)"
"DB03909"	"Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate"	"experimental"	"Q12756"	"Kinesin-like protein KIF1A"	"KIF1A"	NA	"Humans"
"DB03910"	"S,S'-(1,3-Phenylene-Bis(1,2-Ethanediyl))Bis-Isothiourea"	"experimental"	"P29474"	"Nitric oxide synthase, endothelial"	"NOS3"	NA	"Humans"
"DB03911"	"L-Xylopyranose"	"experimental"	"P24300"	"Xylose isomerase"	"xylA"	NA	"Streptomyces rubiginosus"
"DB03912"	"4'-Phosphopantetheine"	"experimental"	"Q72K87"	"Phosphopantetheine adenylyltransferase"	"coaD"	NA	"Thermus thermophilus (strain HB27 / ATCC BAA-163 / DSM 7039)"
"DB03912"	"4'-Phosphopantetheine"	"experimental"	"P0A6I8"	"Phosphopantetheine adenylyltransferase"	"coaD"	NA	"Shigella flexneri"
"DB03912"	"4'-Phosphopantetheine"	"experimental"	"Q9WZK0"	"Phosphopantetheine adenylyltransferase"	"coaD"	NA	"Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)"
"DB03913"	"Coenzyme F420"	"experimental"	NA	NA	NA	NA	NA
"DB03914"	"[2-(1-amino-2-hydroxy-propyl)-4-(1H-indol-3-ylmethylene)-5-oxo-4,5-dihydro-imidazol-1-yl]-acetaldehyde"	"experimental"	NA	NA	NA	NA	NA
"DB03915"	"2-Amino-3-Ketobutyric Acid"	"experimental"	"P0AB77"	"2-amino-3-ketobutyrate coenzyme A ligase"	"kbl"	NA	"Escherichia coli (strain K12)"
"DB03916"	"4-{2-[4-(2-Aminoethyl)Piperazin-1-Yl]Pyridin-4-Yl}-N-(3-Chloro-4-Methylphenyl)Pyrimidin-2-Amine"	"experimental"	"Q83QN9"	"Cell division protein ZipA"	"zipA"	NA	"Shigella flexneri"
"DB03916"	"4-{2-[4-(2-Aminoethyl)Piperazin-1-Yl]Pyridin-4-Yl}-N-(3-Chloro-4-Methylphenyl)Pyrimidin-2-Amine"	"experimental"	"P77173"	"Cell division protein ZipA"	"zipA"	NA	"Escherichia coli (strain K12)"
"DB03917"	"N-Ethyl Retinamide"	"experimental"	NA	NA	NA	NA	NA
"DB03918"	"6S-5,6,7,8-Tetrahydrobiopterin"	"experimental"	"P29474"	"Nitric oxide synthase, endothelial"	"NOS3"	NA	"Humans"
"DB03919"	"Ethyl-Carbamic Acid Methyl Ester"	"experimental"	"P69178"	"Shiga-like toxin 1 subunit B"	"stxB"	NA	"Bacteriophage H30"
"DB03920"	"N-Methyl-Alpha-Beta-Dehydroalanine"	"experimental"	NA	NA	NA	NA	NA
"DB03921"	"4-(3-Pyridin-2-Yl-1h-Pyrazol-4-Yl)Quinoline"	"experimental"	"P36897"	"TGF-beta receptor type-1"	"TGFBR1"	NA	"Humans"
"DB03923"	"Feruloyl Coenzyme A"	"experimental"	"Q86VU5"	"Catechol O-methyltransferase domain-containing protein 1"	"COMTD1"	NA	"Humans"
"DB03924"	"5,8-Di-Amino-1,4-Dihydroxy-Anthraquinone"	"experimental"	"P68400"	"Casein kinase II subunit alpha"	"CSNK2A1"	NA	"Humans"
"DB03925"	"Freselestat"	"experimental, investigational"	"P08246"	"Neutrophil elastase"	"ELANE"	"inhibitor"	"Humans"
"DB03925"	"Freselestat"	"experimental, investigational"	"Q9UNI1"	"Chymotrypsin-like elastase family member 1"	"CELA1"	NA	"Humans"
"DB03926"	"5-Alpha-Androstane-3-Beta,17-Alpha-Diol"	"experimental"	NA	NA	NA	NA	NA
"DB03927"	"Glycyl-L-Alpha-Amino-Epsilon-Pimelyl-D-Alanine"	"experimental"	"P15555"	"D-alanyl-D-alanine carboxypeptidase"	""	NA	"Streptomyces sp. (strain R61)"
"DB03928"	"Carboxymethylthio-3-(3-Chlorophenyl)-1,2,4-Oxadiazol"	"experimental"	"P32929"	"Cystathionine gamma-lyase"	"CTH"	NA	"Humans"
"DB03929"	"D-Serine"	"approved, experimental"	"P23415"	"Glycine receptor subunit alpha-1"	"GLRA1"	NA	"Humans"
"DB03929"	"D-Serine"	"approved, experimental"	"Q05586"	"Glutamate receptor ionotropic, NMDA 1"	"GRIN1"	NA	"Humans"
"DB03929"	"D-Serine"	"approved, experimental"	"P29508"	"Serpin B3"	"SERPINB3"	NA	"Humans"
"DB03929"	"D-Serine"	"approved, experimental"	"P36275"	"Head decoration protein"	"shp"	NA	"Bacteriophage 21"
"DB03930"	"4-Methyl-Pyrroline-5-Carboxylic Acid"	"experimental"	NA	NA	NA	NA	NA
"DB03931"	"Diguanosine-5'-Triphosphate"	"experimental"	"Q84424"	"mRNA-capping enzyme"	""	NA	"PBCV-1"
"DB03932"	"LFA703"	"experimental"	"P20701"	"Integrin alpha-L"	"ITGAL"	NA	"Humans"
"DB03933"	"C-1027 Aromatized Chromophore"	"experimental"	"Q06110"	"Antitumor antibiotic C-1027 apoprotein"	"cagA"	NA	"Streptomyces globisporus"
"DB03934"	"Protoporphyrin Ix Containing Zn"	"experimental"	"P99999"	"Cytochrome c"	"CYCS"	NA	"Humans"
"DB03935"	"1,4-Dideoxy-O2-Sulfo-Glucuronic Acid"	"experimental"	"P09038"	"Fibroblast growth factor 2"	"FGF2"	NA	"Humans"
"DB03935"	"1,4-Dideoxy-O2-Sulfo-Glucuronic Acid"	"experimental"	"P08758"	"Annexin A5"	"ANXA5"	NA	"Humans"
"DB03936"	"1-Deoxy-Ribofuranose-5'-Phosphate"	"experimental"	"P0A716"	"2-dehydro-3-deoxyphosphooctonate aldolase"	"kdsA"	NA	"Shigella flexneri"
"DB03937"	"Erythose-4-Phosphate"	"experimental"	"O66496"	"2-dehydro-3-deoxyphosphooctonate aldolase"	"kdsA"	NA	"Aquifex aeolicus (strain VF5)"
"DB03937"	"Erythose-4-Phosphate"	"experimental"	"P06744"	"Glucose-6-phosphate isomerase"	"GPI"	NA	"Humans"
"DB03937"	"Erythose-4-Phosphate"	"experimental"	"Q9WYH8"	"Phospho-2-dehydro-3-deoxyheptonate aldolase"	"aroF"	NA	"Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)"
"DB03938"	"Deacetoxycephalosporin-C"	"experimental"	"P18548"	"Deacetoxycephalosporin C synthase"	"cefE"	NA	"Streptomyces clavuligerus (strain ATCC 27064 / DSM 738 / JCM 4710 / NBRC 13307 / NCIMB 12785 / NRRL 3585 / VKM Ac-602)"
"DB03939"	"4-Hydroxy-3,4-Dihydro-1h-Pyrimidin-2-One"	"experimental"	"P25524"	"Cytosine deaminase"	"codA"	NA	"Escherichia coli (strain K12)"
"DB03940"	"Oxamic Acid"	"experimental"	"Q27743"	"L-lactate dehydrogenase"	""	NA	"Plasmodium falciparum (isolate CDC / Honduras)"
"DB03940"	"Oxamic Acid"	"experimental"	"P16115"	"L-lactate dehydrogenase"	"ldh"	NA	"Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)"
"DB03940"	"Oxamic Acid"	"experimental"	"P00338"	"L-lactate dehydrogenase A chain"	"LDHA"	NA	"Humans"
"DB03940"	"Oxamic Acid"	"experimental"	"P07195"	"L-lactate dehydrogenase B chain"	"LDHB"	NA	"Humans"
"DB03940"	"Oxamic Acid"	"experimental"	"P09373"	"Formate acetyltransferase 1"	"pflB"	NA	"Escherichia coli (strain K12)"
"DB03940"	"Oxamic Acid"	"experimental"	"P30901"	"D-lactate dehydrogenase"	""	NA	"Lactobacillus helveticus"
"DB03941"	"Heptanyl-P-Phenol"	"experimental"	NA	NA	NA	NA	NA
"DB03942"	"Carboxylic PRPP"	"experimental"	"P0AG16"	"Amidophosphoribosyltransferase"	"purF"	NA	"Escherichia coli (strain K12)"
"DB03942"	"Carboxylic PRPP"	"experimental"	"P37551"	"Pur operon repressor"	"purR"	NA	"Bacillus subtilis (strain 168)"
"DB03942"	"Carboxylic PRPP"	"experimental"	"P0A9M5"	"Xanthine phosphoribosyltransferase"	"gpt"	NA	"Escherichia coli (strain K12)"
"DB03943"	"D-Asparagine"	"experimental"	NA	NA	NA	NA	NA
"DB03944"	"5-[1-(3,4-Dimethoxy-Benzoyl)-1,2,3,4-Tetrahydro-Quinolin-6-Yl]-6-Methyl-3,6-Dihydro-[1,3,4]Thiadiazin-2-One"	"experimental"	"P63316"	"Troponin C, slow skeletal and cardiac muscles"	"TNNC1"	NA	"Humans"
"DB03945"	"N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium"	"experimental"	"P02741"	"C-reactive protein"	"CRP"	NA	"Humans"
"DB03945"	"N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium"	"experimental"	"Q96BH3"	"Epididymal sperm-binding protein 1"	"ELSPBP1"	NA	"Humans"
"DB03945"	"N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium"	"experimental"	"P0A076"	"Gamma-hemolysin component B"	"hlgB"	NA	"Staphylococcus aureus (strain MW2)"
"DB03946"	"3,4-Dihydroxybenzoic Acid"	"experimental"	NA	NA	NA	NA	NA
"DB03947"	"D-Xylulose"	"experimental"	"P24300"	"Xylose isomerase"	"xylA"	NA	"Streptomyces rubiginosus"
"DB03948"	"6-Chloropurine Riboside, 5'-Monophosphate"	"experimental"	"P20839"	"Inosine-5'-monophosphate dehydrogenase 1"	"IMPDH1"	NA	"Humans"
"DB03948"	"6-Chloropurine Riboside, 5'-Monophosphate"	"experimental"	"P12268"	"Inosine-5'-monophosphate dehydrogenase 2"	"IMPDH2"	NA	"Humans"
"DB03949"	"(2-Sulfanyl-3-Phenylpropanoyl)-Phe-Tyr"	"experimental"	"P43133"	"Thermolysin"	"nprS"	NA	"Geobacillus stearothermophilus"
"DB03950"	"(S)-N-(3-Indol-1-Yl-2-Methyl-Propyl)-4-Sulfamoyl-Benzamide"	"experimental"	"P00918"	"Carbonic anhydrase 2"	"CA2"	NA	"Humans"
"DB03951"	"N-acetyl-D-glucosamine-6-phosphate"	"experimental"	"P46926"	"Glucosamine-6-phosphate isomerase 1"	"GNPDA1"	NA	"Humans"
"DB03951"	"N-acetyl-D-glucosamine-6-phosphate"	"experimental"	"P0A759"	"Glucosamine-6-phosphate deaminase"	"nagB"	NA	"Escherichia coli (strain K12)"
"DB03952"	"9-(6-deoxy-beta-D-allofuranosyl)-6-methylpurine"	"experimental"	"P0ABP8"	"Purine nucleoside phosphorylase DeoD-type"	"deoD"	NA	"Escherichia coli (strain K12)"
"DB03953"	"L-Thiocitrulline"	"experimental"	"P35228"	"Nitric oxide synthase, inducible"	"NOS2"	NA	"Humans"
"DB03955"	"1-deoxymannojirimycin"	"experimental"	"Q16706"	"Alpha-mannosidase 2"	"MAN2A1"	NA	"Humans"
"DB03956"	"Inositol 2,4,5-trisphosphate"	"experimental"	"P51178"	"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1"	"PLCD1"	NA	"Humans"
"DB03957"	"SP2456"	"experimental"	"P60568"	"Interleukin-2"	"IL2"	NA	"Humans"
"DB03958"	"7-methyl-guanosine-5'-triphosphate-5'-guanosine"	"experimental"	"Q96C86"	"m7GpppX diphosphatase"	"DCPS"	NA	"Humans"
"DB03958"	"7-methyl-guanosine-5'-triphosphate-5'-guanosine"	"experimental"	"P0CK31"	"RNA-directed RNA polymerase lambda-3"	"L1"	NA	"T3D"
"DB03959"	"N,O6-Disulfo-Glucosamine"	"experimental"	"P09038"	"Fibroblast growth factor 2"	"FGF2"	NA	"Humans"
"DB03959"	"N,O6-Disulfo-Glucosamine"	"experimental"	"P05230"	"Fibroblast growth factor 1"	"FGF1"	NA	"Humans"
"DB03959"	"N,O6-Disulfo-Glucosamine"	"experimental"	"Q9Y663"	"Heparan sulfate glucosamine 3-O-sulfotransferase 3A1"	"HS3ST3A1"	NA	"Humans"
"DB03959"	"N,O6-Disulfo-Glucosamine"	"experimental"	"P14210"	"Hepatocyte growth factor"	"HGF"	NA	"Humans"
"DB03959"	"N,O6-Disulfo-Glucosamine"	"experimental"	"P68638"	"Complement control protein C3"	""	NA	"VACV"
"DB03959"	"N,O6-Disulfo-Glucosamine"	"experimental"	"P08758"	"Annexin A5"	"ANXA5"	NA	"Humans"
"DB03960"	"Cp-Coeleneterazine"	"experimental"	NA	NA	NA	NA	NA
"DB03961"	"2c-Methyl-D-Erythritol 2,4-Cyclodiphosphate"	"experimental"	"P62619"	"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"	"ispF"	NA	"Shigella flexneri"
"DB03962"	"Nicotinamide 8-Bromo-Adenine Dinucleotide Phosphate"	"experimental"	"P52209"	"6-phosphogluconate dehydrogenase, decarboxylating"	"PGD"	NA	"Humans"
"DB03963"	"S-(Dimethylarsenic)Cysteine"	"experimental"	"O60603"	"Toll-like receptor 2"	"TLR2"	NA	"Humans"
"DB03963"	"S-(Dimethylarsenic)Cysteine"	"experimental"	"P16753"	"Capsid scaffolding protein"	"UL80"	NA	"HHV-5"
"DB03963"	"S-(Dimethylarsenic)Cysteine"	"experimental"	"P12497"	"Gag-Pol polyprotein"	"gag-pol"	NA	""
"DB03963"	"S-(Dimethylarsenic)Cysteine"	"experimental"	"P29474"	"Nitric oxide synthase, endothelial"	"NOS3"	NA	"Humans"
"DB03963"	"S-(Dimethylarsenic)Cysteine"	"experimental"	"Q9Y678"	"Coatomer subunit gamma-1"	"COPG1"	NA	"Humans"
"DB03963"	"S-(Dimethylarsenic)Cysteine"	"experimental"	"P03300"	"Genome polyprotein"	""	NA	"Poliovirus type 1 (strain Mahoney)"
"DB03963"	"S-(Dimethylarsenic)Cysteine"	"experimental"	"Q13426"	"DNA repair protein XRCC4"	"XRCC4"	NA	"Humans"
"DB03963"	"S-(Dimethylarsenic)Cysteine"	"experimental"	"P0A745"	"Peptide methionine sulfoxide reductase MsrA"	"msrA"	NA	"Shigella flexneri"
"DB03964"	"4-Hydroxy-Aconitate Ion"	"experimental"	"Q99798"	"Aconitate hydratase, mitochondrial"	"ACO2"	NA	"Humans"
"DB03966"	"Clorobiocin"	"experimental"	"P0AES6"	"DNA gyrase subunit B"	"gyrB"	NA	"Escherichia coli (strain K12)"
"DB03967"	"Dodecyl sulfate"	"experimental"	"P61626"	"Lysozyme C"	"LYZ"	NA	"Humans"
"DB03967"	"Dodecyl sulfate"	"experimental"	"P37001"	"Lipid A palmitoyltransferase PagP"	"pagP"	NA	"Escherichia coli (strain K12)"
"DB03968"	"1-Methyl-2-Oxy-5,5-Dimethyl Pyrrolidine"	"experimental"	"P00797"	"Renin"	"REN"	NA	"Humans"
"DB03970"	"(7R)-7-(6,7-Dihydro-5H-cyclopenta[d]imidazo[2,1-b][1,3]thiazol-2-yl)-2,7-dihydro-1,4-thiazepine-3,6-dicarboxylic acid"	"experimental"	"P05364"	"Beta-lactamase"	"ampC"	NA	"Enterobacter cloacae"
"DB03970"	"(7R)-7-(6,7-Dihydro-5H-cyclopenta[d]imidazo[2,1-b][1,3]thiazol-2-yl)-2,7-dihydro-1,4-thiazepine-3,6-dicarboxylic acid"	"experimental"	"P0AD63"	"Beta-lactamase SHV-1"	"bla"	NA	"Escherichia coli"
"DB03970"	"(7R)-7-(6,7-Dihydro-5H-cyclopenta[d]imidazo[2,1-b][1,3]thiazol-2-yl)-2,7-dihydro-1,4-thiazepine-3,6-dicarboxylic acid"	"experimental"	"P0AD64"	"Beta-lactamase SHV-1"	"bla"	NA	"Klebsiella pneumoniae"
"DB03970"	"(7R)-7-(6,7-Dihydro-5H-cyclopenta[d]imidazo[2,1-b][1,3]thiazol-2-yl)-2,7-dihydro-1,4-thiazepine-3,6-dicarboxylic acid"	"experimental"	NA	NA	NA	NA	"Enterobacter cloacae"
"DB03971"	"Acarbose Derived Hexasaccharide"	"experimental"	"P19531"	"Maltogenic alpha-amylase"	"amyM"	NA	"Geobacillus stearothermophilus"
"DB03971"	"Acarbose Derived Hexasaccharide"	"experimental"	"P04746"	"Pancreatic alpha-amylase"	"AMY2A"	NA	"Humans"
"DB03972"	"2-Amino-4h-1,3-Benzoxathiin-4-Ol"	"experimental"	NA	NA	NA	NA	NA
"DB03973"	"3-{2,6,8-trioxo-9-[(2R,3R,4R)-2,3,4,5-tetrahydroxypentyl]-1,2,3,6,8,9-hexahydro-7H-purin-7-Yl}propyl dihydrogen phosphate"	"experimental"	"P9WHE9"	"6,7-dimethyl-8-ribityllumazine synthase"	"ribH"	NA	"Mycobacterium tuberculosis"
"DB03974"	"L-Homoarginine"	"experimental"	"P29474"	"Nitric oxide synthase, endothelial"	"NOS3"	NA	"Humans"
"DB03975"	"Mercuribenzoic Acid"	"experimental"	"P69488"	"Divalent-cation tolerance protein CutA"	"cutA"	NA	"Escherichia coli (strain K12)"
"DB03975"	"Mercuribenzoic Acid"	"experimental"	"P00918"	"Carbonic anhydrase 2"	"CA2"	NA	"Humans"
"DB03976"	"Phosphorylisopropane"	"experimental"	"P03234"	"Capsid scaffolding protein"	""	NA	"HHV-4"
"DB03976"	"Phosphorylisopropane"	"experimental"	"P07477"	"Trypsin-1"	"PRSS1"	NA	"Humans"
"DB03976"	"Phosphorylisopropane"	"experimental"	"P07478"	"Trypsin-2"	"PRSS2"	NA	"Humans"
"DB03976"	"Phosphorylisopropane"	"experimental"	"P17538"	"Chymotrypsinogen B"	"CTRB1"	NA	"Humans"
"DB03977"	"N-Trimethyllysine"	"experimental"	"P99999"	"Cytochrome c"	"CYCS"	NA	"Humans"
"DB03977"	"N-Trimethyllysine"	"experimental"	"P0DP23"	"Calmodulin"	"CALM1"	NA	"Humans"
"DB03978"	"Tyrosinal"	"experimental"	"P83453"	"Tyrosine--tRNA ligase"	"tyrS"	NA	"Thermus thermophilus (strain HB27 / ATCC BAA-163 / DSM 7039)"
"DB03978"	"Tyrosinal"	"experimental"	"P42790"	"Pseudomonalisin"	"pcp"	NA	"Pseudomonas sp. (strain 101)"
"DB03978"	"Tyrosinal"	"experimental"	"P54577"	"Tyrosine--tRNA ligase, cytoplasmic"	"YARS"	NA	"Humans"
"DB03978"	"Tyrosinal"	"experimental"	"Q5UPJ7"	"Tyrosine--tRNA ligase"	"YARS"	NA	"APMV"
"DB03979"	"1-[Glycerolylphosphonyl]-2-[8-(2-Hexyl-Cyclopropyl)-Octanal-1-Yl]-3-[Hexadecanal-1-Yl]-Glycerol"	"experimental"	"P39662"	"Flavohemoprotein"	"hmp"	NA	"Cupriavidus necator (strain ATCC 17699 / H16 / DSM 428 / Stanier 337)"
"DB03980"	"4-(Fluorophenyl)-1-Cyclopropylmethyl-5-(2-Amino-4-Pyrimidinyl)Imidazole"	"experimental"	"Q16539"	"Mitogen-activated protein kinase 14"	"MAPK14"	NA	"Humans"
"DB03981"	"1,4-Dideoxy-5-Dehydro-O2-Sulfo-Glucuronic Acid"	"experimental"	"P08758"	"Annexin A5"	"ANXA5"	NA	"Humans"
"DB03981"	"1,4-Dideoxy-5-Dehydro-O2-Sulfo-Glucuronic Acid"	"experimental"	"P09038"	"Fibroblast growth factor 2"	"FGF2"	NA	"Humans"
"DB03981"	"1,4-Dideoxy-5-Dehydro-O2-Sulfo-Glucuronic Acid"	"experimental"	"Q9Y663"	"Heparan sulfate glucosamine 3-O-sulfotransferase 3A1"	"HS3ST3A1"	NA	"Humans"
"DB03982"	"Compound 5, 2-(Naphthalen-1-Yl-Oxalyl-Amino)-Benzoicacid"	"experimental"	"P18031"	"Tyrosine-protein phosphatase non-receptor type 1"	"PTPN1"	NA	"Humans"
"DB03983"	"(Molybdopterin-S,S)-Dioxo-Thio-Molybdenum(V)"	"experimental"	"P51687"	"Sulfite oxidase, mitochondrial"	"SUOX"	NA	"Humans"
"DB03984"	"Morpholine-4-Carboxylic Acid [1-(2-Benzylsulfanyl-1-Formyl-Ethylcarbamoyl)-2-Phenyl-Ethyl]-Amide"	"experimental"	"P25774"	"Cathepsin S"	"CTSS"	NA	"Humans"
"DB03985"	"R-azabisabolene"	"experimental"	NA	NA	NA	NA	NA
"DB03986"	"6-Methyl-Formycin A"	"experimental"	"P0ABP8"	"Purine nucleoside phosphorylase DeoD-type"	"deoD"	NA	"Escherichia coli (strain K12)"
"DB03987"	"2,4-Diamino-6-[N-(3',5'-Dimethoxybenzyl)-N-Methylamino]Pyrido[2,3-D]Pyrimidine"	"experimental"	"P16184"	"Dihydrofolate reductase"	""	NA	"Pneumocystis carinii"
"DB03987"	"2,4-Diamino-6-[N-(3',5'-Dimethoxybenzyl)-N-Methylamino]Pyrido[2,3-D]Pyrimidine"	"experimental"	"P00374"	"Dihydrofolate reductase"	"DHFR"	NA	"Humans"
"DB03988"	"2,6-Diamino-Hexanoic Acid Amide"	"experimental"	"P18509"	"Pituitary adenylate cyclase-activating polypeptide"	"ADCYAP1"	NA	"Humans"
"DB03989"	"D-Allopyranose"	"experimental"	"P39265"	"D-allose-binding periplasmic protein"	"alsB"	NA	"Escherichia coli (strain K12)"
"DB03990"	"4'-nitrophenyl-3i-thiolaminaritrioside"	"experimental"	NA	NA	NA	NA	NA
"DB03991"	"2-Deoxy-2,3-Dehydro-N-Acetyl-Neuraminic Acid"	"experimental"	"P12564"	"Hemagglutinin-neuraminidase"	"HN"	NA	"HPIV-3"
"DB03991"	"2-Deoxy-2,3-Dehydro-N-Acetyl-Neuraminic Acid"	"experimental"	"Q02834"	"Sialidase"	"nedA"	NA	"Micromonospora viridifaciens"
"DB03991"	"2-Deoxy-2,3-Dehydro-N-Acetyl-Neuraminic Acid"	"experimental"	"P03472"	"Neuraminidase"	"NA"	NA	"Influenza A virus (strain A/Tern/Australia/G70C/1975 H11N9)"
"DB03991"	"2-Deoxy-2,3-Dehydro-N-Acetyl-Neuraminic Acid"	"experimental"	"P32884"	"Hemagglutinin-neuraminidase"	"HN"	NA	"NDV"
"DB03991"	"2-Deoxy-2,3-Dehydro-N-Acetyl-Neuraminic Acid"	"experimental"	"Q9Y3R4"	"Sialidase-2"	"NEU2"	NA	"Humans"
"DB03992"	"3-(Benzoylamino)-L-Alanine"	"experimental"	NA	NA	NA	NA	NA
"DB03993"	"4-Methyl Valeric Acid"	"experimental"	"P0AB80"	"Branched-chain-amino-acid aminotransferase"	"ilvE"	NA	"Escherichia coli (strain K12)"
"DB03994"	"Ethanolamine"	"experimental"	"Q9RP17"	"Surface protein A"	"nspA"	NA	"Neisseria meningitidis"
"DB03994"	"Ethanolamine"	"experimental"	"P12429"	"Annexin A3"	"ANXA3"	NA	"Humans"
"DB03995"	"Betadex"	"experimental"	"Q08751"	"Neopullulanase 2"	"tvaII"	NA	"Thermoactinomyces vulgaris"
"DB03995"	"Betadex"	"experimental"	"P0AEX9"	"Maltose-binding periplasmic protein"	"malE"	NA	"Escherichia coli (strain K12)"
"DB03995"	"Betadex"	"experimental"	"O69007"	"Maltogenic amylase"	""	NA	"Thermus sp. IM6501"
"DB03996"	"3-[(5s)-1-Acetyl-3-(2-Chlorophenyl)-4,5-Dihydro-1h-Pyrazol-5-Yl]Phenol"	"experimental"	"P52732"	"Kinesin-like protein KIF11"	"KIF11"	NA	"Humans"
"DB03997"	"L-histidinol phosphate"	"experimental"	"P06986"	"Histidinol-phosphate aminotransferase"	"hisC"	NA	"Escherichia coli (strain K12)"
"DB03997"	"L-histidinol phosphate"	"experimental"	"Q9X0D0"	"Histidinol-phosphate aminotransferase"	"hisC"	NA	"Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)"
"DB03998"	"[2-(Methyleneamine)-4-(4-Hydroxy-Benzylidine)-5-Oxo-4,5-Dihydro-Imidazol-1-Yl]-Acetaldehyde"	"experimental"	NA	NA	NA	NA	NA
"DB03999"	"Butylphosphonate"	"experimental"	"P25275"	"Lipase"	"lip"	NA	"Pseudomonas sp. (strain KWI-56)"
"DB04000"	"Bromo-Willardiine"	"experimental"	"P42262"	"Glutamate receptor 2"	"GRIA2"	NA	"Humans"
"DB04001"	"6-(Oxalyl-Amino)-1h-Indole-5-Carboxylic Acid"	"experimental"	"P18031"	"Tyrosine-protein phosphatase non-receptor type 1"	"PTPN1"	NA	"Humans"
"DB04002"	"4-Sulfonamide-[4-(Thiomethylaminobutane)]Benzamide"	"experimental"	"P00918"	"Carbonic anhydrase 2"	"CA2"	NA	"Humans"
"DB04003"	"{4-[(2S)-2-Acetamido-3-({(1S)-1-[3-carbamoyl-4-(cyclohexylmethoxy)phenyl]ethyl}amino)-3-oxopropyl]-2-phosphonophenoxy}acetic acid"	"experimental"	"P06239"	"Tyrosine-protein kinase Lck"	"LCK"	NA	"Humans"
"DB04004"	"2,6-Diamino-8-(2-Dimethylaminoethylsulfanylmethyl)-3h-Quinazolin-4-One"	"experimental"	"P28720"	"Queuine tRNA-ribosyltransferase"	"tgt"	NA	"Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)"
"DB04005"	"Uridine 5'-triphosphate"	"experimental, investigational"	"Q9BZX2"	"Uridine-cytidine kinase 2"	"UCK2"	NA	"Humans"
"DB04005"	"Uridine 5'-triphosphate"	"experimental, investigational"	"P26662"	"Genome polyprotein"	""	NA	"HCV"
"DB04005"	"Uridine 5'-triphosphate"	"experimental, investigational"	"P26663"	"Genome polyprotein"	""	NA	""
"DB04006"	"[2-Amino-6-(2,6-Difluoro-Benzoyl)-Imidazo[1,2-a]Pyridin-3-Yl]-Phenyl-Methanone"	"experimental"	"P24941"	"Cyclin-dependent kinase 2"	"CDK2"	NA	"Humans"
"DB04007"	"Bromo-WR99210"	"experimental"	"P9WNX1"	"Dihydrofolate reductase"	"folA"	NA	"Mycobacterium tuberculosis"
"DB04008"	"Bis(5-Amidino-Benzimidazolyl)Methane Zinc"	"experimental"	"P07477"	"Trypsin-1"	"PRSS1"	NA	"Humans"
"DB04009"	"Dimethyl Propionate Ester Heme"	"experimental"	"P00167"	"Cytochrome b5"	"CYB5A"	NA	"Humans"
"DB04010"	"2-(3'-Methoxyphenyl) Benzimidazole-4-Carboxamide"	"experimental"	"P09874"	"Poly [ADP-ribose] polymerase 1"	"PARP1"	NA	"Humans"
"DB04011"	"2'-(4-Dimethylaminophenyl)-5-(4-Methyl-1-Piperazinyl)-2,5'-Bi-Benzimidazole"	"experimental"	NA	NA	NA	NA	NA
"DB04012"	"(3r)-4-(P-Toluenesulfonyl)-1,4-Thiazane-3-Carboxylicacid-L-Leucine"	"experimental"	"P62942"	"Peptidyl-prolyl cis-trans isomerase FKBP1A"	"FKBP1A"	NA	"Humans"
